sl_id,sl_store,sl_address,sl_address2,sl_city,sl_state,sl_zip,sl_country,sl_latitude,sl_longitude,sl_tags,sl_description,sl_email,sl_url,sl_hours,sl_phone,sl_fax,sl_image,sl_private,sl_neat_title,sl_linked_postid,sl_pages_url,sl_option_value,sl_lastupdated
,B and W Mechanical,847 East Turner Road,,Lodi,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://bwmech.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://bwmech.myhvacshop.com/services/,,1/17/2016 4:33:09
,California Comfort Builders,44825 Andale Avenue,,Lancaster,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://cacomfortbuild.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://cacomfortbuild.myhvacshop.com/services/,,1/18/2016 4:33:09
,California Controlled Air,254 8 W. Pontiac Way,,Fresno,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://cacontrolled.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://cacontrolled.myhvacshop.com/services/,,1/19/2016 4:33:09
,INY Enterprises Inc.,4916 Kelvin Avenue,,Woodland Hills,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://cacool.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://cacool.myhvacshop.com/services/,,1/20/2016 4:33:09
,"California Energy Contractors, Inc.",15138 Stagg Street,,Van Nuys,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://caenergy.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://caenergy.myhvacshop.com/services/,,1/21/2016 4:33:09
,Johnson Controls,1030 Winding Creek Rd. Ste 100,,Roseville,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://calair.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://calair.myhvacshop.com/services/,,1/22/2016 4:33:09
,Johnson Controls,1555 S Seventh St,,San Jose,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://calair3.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://calair3.myhvacshop.com/services/,,1/23/2016 4:33:09
,California Breeze HVAC,10601 Ashton Ave #202,,Los Angeles,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://calbree.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://calbree.myhvacshop.com/services/,,1/24/2016 4:33:09
,California Comfort Htg,1714 7th St.,,San Fernando,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://calcom.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://calcom.myhvacshop.com/services/,,1/25/2016 4:33:09
,Steven Caldwell Heating and Air Conditioning,200 Prospect St,,Watsonville,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://caldwe.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://caldwe.myhvacshop.com/services/,,1/26/2016 4:33:09
,California Cooling,1112 Rosedale Ave,,Glendale,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://calicoo.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://calicoo.myhvacshop.com/services/,,1/27/2016 4:33:09
,California Industrial Ref,3197 Cornerstone Dr.,,Mira Loma,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://calind.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://calind.myhvacshop.com/services/,,1/28/2016 4:33:09
,Cal-Kool Air Conditioning,31600 Railroad Canyon Road,,Canyon Lake,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://calkoolaircond.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://calkoolaircond.myhvacshop.com/services/,,1/29/2016 4:33:09
,Cal State Univ Northridge,18111 Nordhoff Street,,Northridge,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://calnor.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://calnor.myhvacshop.com/services/,,1/30/2016 4:33:09
,California Ref Supply Inc,2596 Nicholson Street,,San Leandro,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://calrefsupply.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://calrefsupply.myhvacshop.com/services/,,1/31/2016 4:33:09
,California Lutheran Univ,60 West Olsen Rd,,Thousand Oaks,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://calutheran.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://calutheran.myhvacshop.com/services/,,2/1/2016 4:33:09
,Calypso Heating and A/C,1713 Sunbeam Lane,,Simi Valley,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://calypso.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://calypso.myhvacshop.com/services/,,2/2/2016 4:33:09
,Camacho Air,13901 Wallabe Ave,,Sylmar,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://camach.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://camach.myhvacshop.com/services/,,2/3/2016 4:33:09
,Canby,160 North Lane Street,,Tulare,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://www.canbysacs.com,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://www.canbysacs.com,,2/4/2016 4:33:09
,Can-AM Heating and A/C,42703 7th St East,,Lancaster,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://canhtg.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://canhtg.myhvacshop.com/services/,,2/5/2016 4:33:09
,Canoga Park Heating and Air,7227 Eton Ave,,Canoga Park,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://canoga.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://canoga.myhvacshop.com/services/,,2/6/2016 4:33:09
,"Cantrell Aire, Inc.",28150 Crocker Avenue Ste 201,,Santa Clarita,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://cantre.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://cantre.myhvacshop.com/services/,,2/7/2016 4:33:09
,Capitol Mechanical Inc,7300 Auburn Blvd,,Citrus Heights,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://capitol.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://capitol.myhvacshop.com/services/,,2/8/2016 4:33:09
,"Cardinal Sheet Metal, Inc.",3184 Durahart Street,,Riverside,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://cardinal.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://cardinal.myhvacshop.com/services/,,2/9/2016 4:33:09
,"Care Contruction Services, Inc.",13610 Imperial Highway Ste 2,,Sante Fe Springs,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://careconstructio.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://careconstructio.myhvacshop.com/services/,,2/10/2016 4:33:09
,Care Heating and Air Conditioning,28737 22nd Street East,,Palmdale,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://careheating.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://careheating.myhvacshop.com/services/,,2/11/2016 4:33:09
,Carrier,880 Maude Ave Suite B,,Mountain View,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://carier.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://carier.myhvacshop.com/services/,,2/12/2016 4:33:09
,Carlos Heating and A/C,16250 Ventura Blvd,,Encino,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://carlos.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://carlos.myhvacshop.com/services/,,2/13/2016 4:33:09
,Carmine Air Conditioning,1728-B Rogers Ave,,San Jose,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://carmin.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://carmin.myhvacshop.com/services/,,2/14/2016 4:33:09
,Carter Air,28911 Valley Heights Dr,,Agoura Hills,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://carter.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://carter.myhvacshop.com/services/,,2/15/2016 4:33:09
,Cartera Htg and A/C,37728 Lemsford Ave,,Palmdale,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://cartera.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://cartera.myhvacshop.com/services/,,2/16/2016 4:33:09
,Castle Heating and Air Cond,2090 Ciprian Ave.,,Camarillo,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://casheat.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://casheat.myhvacshop.com/services/,,2/17/2016 4:33:09
,Casino Heating and AirCond,250 N Kanan Road,,Oak Park,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://casino.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://casino.myhvacshop.com/services/,,2/18/2016 4:33:09
,Castillo Heating and A/C,32105 Heather Lane,,Menifee,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://castillo.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://castillo.myhvacshop.com/services/,,2/19/2016 4:33:09
,Catalina Heating and Air Conditioning,13332 Kerry Street,,Garden Grove,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://catalina.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://catalina.myhvacshop.com/services/,,2/20/2016 4:33:09
,C C S Heating Venting and Air Condition,5508 Sean Circle #107,,San Jose,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://ccsheating.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://ccsheating.myhvacshop.com/services/,,2/21/2016 4:33:09
,C and D Refrigeration Inc,311 W Pillsbury St,,Lancaster,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://cdrefr.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://cdrefr.myhvacshop.com/services/,,2/22/2016 4:33:09
,C and E Enterprises,3051 Coyote Rd,,Palmdale,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://ceenter.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://ceenter.myhvacshop.com/services/,,2/23/2016 4:33:09
,Celaya and Son Htg and A/C,977 Shulman Ave,,Santa Clara,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://celaya.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://celaya.myhvacshop.com/services/,,2/24/2016 4:33:09
,"Celestial Air Conditioing Co, Inc.",20630 South Leapwood Avenue Suite A,,Carson,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://celestialair.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://celestialair.myhvacshop.com/services/,,2/25/2016 4:33:09
,Cen. Cal Refrgrtion Inc,2879 Larkin Avenue,,Clovis,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://cencal.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://cencal.myhvacshop.com/services/,,2/26/2016 4:33:09
,Central Heating and A/C,152 Douglas Rd,,Oakley,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://cenheat.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://cenheat.myhvacshop.com/services/,,2/27/2016 4:33:09
,Central California Heat and,5860 17th Ave.,,Sacramento,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://cent.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://cent.myhvacshop.com/services/,,2/28/2016 4:33:09
,Center Plumbing Co.,2001 N. Main St,,Manteca,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://center.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://center.myhvacshop.com/services/,,2/29/2016 4:33:09
,"Central Air, Inc",2340 Gold River Rd Ste. C,,Gold River,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://centra.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://centra.myhvacshop.com/services/,,3/1/2016 4:33:09
,Central A/C and Heating,1741 Gratton Street,,Riverside,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://centralacheat.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://centralacheat.myhvacshop.com/services/,,3/2/2016 4:33:09
,"Central A/C, Inc.",1648-B W. Tulare Ave,,Tulare,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://centralair.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://centralair.myhvacshop.com/services/,,3/3/2016 4:33:09
,"Central Air Systems, Inc.",540 South Jefferson Street,,Placentia,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://centralairsys.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://centralairsys.myhvacshop.com/services/,,3/4/2016 4:33:09
,Central Sierra Energy Ser,183 Spring Creek Dr,,Ione,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://centsie.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://centsie.myhvacshop.com/services/,,3/5/2016 4:33:09
,C G Heating and Air,10852 Houston St,,North Hollywood,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://cgheat.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://cgheat.myhvacshop.com/services/,,3/6/2016 4:33:09
,Champion Heat and Air,7740 Hyde Park Circle,,Antelope,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://champ.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://champ.myhvacshop.com/services/,,3/7/2016 4:33:09
,Champion Industrial Contr,1420 Coldwell Ave,,Modesto,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://champi.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://champi.myhvacshop.com/services/,,3/8/2016 4:33:09
,Chanax-Tech Air Conditioning and Heating,7324 Reseda Blvd #122,,Reseda,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://chanax.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://chanax.myhvacshop.com/services/,,3/9/2016 4:33:09
,Chandler's Air Condtioning and Refrigeration,1702 West Fifth Street,,Santa Ana,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://chandler.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://chandler.myhvacshop.com/services/,,3/10/2016 4:33:09
,Chan Ho Air Conditioning,16756 Superior Street,,Northridge,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://chanhoair.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://chanhoair.myhvacshop.com/services/,,3/11/2016 4:33:09
,CH Heating and Cooling,2245 East Glenoaks Blvd,,Glendale,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://chheating.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://chheating.myhvacshop.com/services/,,3/12/2016 4:33:09
,Chill Air Mechanical,301 Maverick Place,,Bonita,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://chilla.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://chilla.myhvacshop.com/services/,,3/13/2016 4:33:09
,Chris Wilson plg and Heatin,1112 Phoenix Ave,,Seaside,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://chrisw.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://chrisw.myhvacshop.com/services/,,3/14/2016 4:33:09
,Chris Levering HVAC,1933 Davis St #251,,San Leandro,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://chrle.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://chrle.myhvacshop.com/services/,,3/15/2016 4:33:09
